total_orders,total_returns,days_to_return_avg,high_value_returns,category_return_ratio,exchange_ratio,location,damaged_returns,device_fingerprint,seasonal_spikes,multi_device,label,user_id
28,6,15.0,0,0.089,0.524,Los Angeles,1,Chrome_iOS_2640,0,0,0,edge_000475
10,0,12.8,0,0.211,0.0,San Antonio,0,Edge_Android_5607,0,1,0,user_006004
3,0,15.3,0,0.551,0.0,San Antonio,0,Edge_macOS_9394,0,1,0,user_007207
13,0,12.3,0,0.32,0.0,Chicago,0,Chrome_iOS_8549,0,0,0,user_003991
6,0,13.3,0,0.134,0.0,Philadelphia,0,Firefox_iOS_9695,0,0,0,user_008318
8,1,7.2,0,0.24,0.491,Fort Worth,0,Chrome_Android_9837,0,0,0,user_001801
26,8,10.5,5,0.335,0.817,Philadelphia,1,Chrome_Windows_1340,1,1,0,edge_000060
7,1,16.2,0,0.329,0.131,Chicago,0,Edge_Windows_5082,0,0,0,user_000127
5,2,14.9,0,0.339,0.414,Austin,0,Chrome_Android_9751,1,1,0,user_006153
7,1,9.3,0,0.595,0.905,Philadelphia,0,Edge_macOS_2284,0,0,0,user_000631
12,2,14.8,0,0.08,0.623,Austin,0,Firefox_Windows_5409,1,0,0,user_002075
13,0,7.0,0,0.116,0.0,Houston,0,Edge_macOS_6156,0,0,0,user_006989
17,6,29.2,3,0.402,0.061,San Antonio,2,Safari_Windows_3537,1,1,1,fraud_000495
39,9,12.6,4,0.039,0.823,Columbus,0,Firefox_iOS_5410,0,1,0,edge_000686
7,0,18.6,0,0.038,0.0,San Antonio,0,Edge_Windows_2689,1,0,0,user_006507
9,1,15.6,0,0.186,0.496,Los Angeles,0,Safari_Windows_6315,1,0,0,user_000645
19,13,27.2,1,0.66,0.138,Columbus,7,Chrome_Android_9814,1,1,1,fraud_000654
11,3,10.0,0,0.147,0.54,Los Angeles,0,Safari_macOS_8853,0,1,0,user_004610
13,1,14.2,0,0.046,0.888,Columbus,0,Edge_Windows_6243,1,1,0,user_005776
9,1,8.1,0,0.023,0.423,San Antonio,0,Edge_Windows_5776,1,1,0,user_001687
8,2,7.3,0,0.082,0.646,Los Angeles,0,Firefox_Windows_4262,1,1,0,user_003872
11,5,11.0,0,0.365,0.64,Dallas,0,Edge_Windows_1651,0,0,0,user_001374
12,4,6.8,0,0.206,0.197,Columbus,0,Firefox_iOS_6291,0,1,0,user_003780
15,6,12.6,0,0.481,0.769,Dallas,0,Edge_Android_4798,0,1,0,user_000684
10,3,7.6,0,0.033,0.169,Phoenix,0,Edge_Windows_3070,0,0,0,user_002992
10,4,7.6,0,0.249,0.3,Chicago,0,Edge_Windows_9689,1,1,0,user_001036
7,1,12.9,0,0.224,0.563,San Antonio,0,Firefox_Android_9873,1,0,0,user_008306
9,1,7.1,0,0.309,0.541,Phoenix,0,Chrome_Android_8753,1,1,0,user_006273
13,2,20.4,0,0.314,0.582,San Antonio,0,Safari_macOS_8062,0,1,0,user_006757
7,1,8.0,0,0.182,0.402,Chicago,0,Chrome_iOS_4962,0,0,0,user_003846
10,0,7.1,0,0.216,0.0,Phoenix,0,Safari_Android_3262,0,1,0,user_001167
14,0,15.5,0,0.062,0.0,Austin,0,Firefox_iOS_6259,0,0,0,user_005432
9,3,6.6,0,0.131,0.363,Fort Worth,0,Firefox_Windows_2077,0,1,0,user_000454
35,10,19.4,1,0.13,0.715,Houston,0,Edge_Windows_7106,0,0,0,edge_000506
10,3,11.0,0,0.259,0.724,Charlotte,0,Firefox_Windows_4105,0,0,0,user_002465
7,2,7.3,0,0.38,0.349,Chicago,0,Firefox_iOS_6658,0,1,0,user_005969
11,2,6.1,0,0.255,0.152,New York,0,Edge_Android_9124,1,1,0,user_006120
11,1,14.6,0,0.159,0.583,Houston,0,Chrome_Android_9294,0,1,0,user_006264
39,13,12.7,5,0.185,0.459,Charlotte,1,Firefox_iOS_1036,1,1,0,edge_000634
9,3,8.8,0,0.206,0.188,Charlotte,0,Chrome_iOS_4911,1,1,0,user_002782
19,9,16.4,7,0.864,0.016,Fort Worth,3,Chrome_macOS_2950,0,1,1,fraud_000237
6,2,6.3,0,0.115,0.446,Chicago,0,Edge_iOS_2795,0,1,0,user_003019
7,0,15.9,0,0.316,0.0,Houston,0,Safari_Android_8851,0,0,0,user_002486
15,2,19.2,0,0.148,0.348,Chicago,0,Chrome_macOS_8061,0,1,0,user_000643
14,0,15.6,0,0.237,0.0,Los Angeles,0,Edge_Android_2528,0,1,0,user_007362
24,9,4.5,3,0.059,0.282,Charlotte,0,Safari_macOS_7809,0,1,0,edge_000598
8,0,15.3,0,0.221,0.0,Philadelphia,0,Firefox_macOS_2972,0,0,0,user_003752
9,2,8.5,0,0.042,0.595,Houston,0,Safari_Android_8075,0,1,0,user_000636
10,0,13.0,0,0.21,0.0,Chicago,0,Firefox_Android_6091,1,1,0,user_007735
10,3,3.7,0,0.405,0.503,San Antonio,0,Safari_macOS_4297,0,0,0,user_006446
10,1,9.4,0,0.082,0.315,New York,0,Firefox_iOS_7745,1,1,0,user_000096
4,0,8.7,0,0.338,0.0,Fort Worth,0,Edge_macOS_3754,0,0,0,user_003116
21,13,25.4,9,0.534,0.375,Philadelphia,3,Chrome_macOS_2851,1,1,1,fraud_000679
10,1,15.5,0,0.146,0.77,Charlotte,0,Safari_iOS_5223,0,0,0,user_006200
8,2,16.1,0,0.271,0.71,San Diego,0,Firefox_Android_4348,0,1,0,user_006008
8,1,17.7,0,0.293,0.631,San Antonio,0,Firefox_Windows_6944,1,1,0,user_002153
8,1,12.5,0,0.271,0.582,Philadelphia,0,Safari_Android_9897,1,1,0,user_000422
9,4,13.0,1,0.416,0.891,San Diego,0,Safari_iOS_4477,1,0,0,user_005985
6,1,11.8,0,0.307,0.87,Austin,0,Firefox_Android_7100,0,1,0,user_005407
7,1,19.9,0,0.124,0.531,Phoenix,0,Chrome_Windows_8926,0,1,0,user_002602
11,5,11.3,0,0.308,0.351,Chicago,0,Safari_macOS_7643,0,1,0,user_007728
8,1,10.0,0,0.579,0.703,Fort Worth,0,Firefox_iOS_4588,0,1,0,user_000266
34,7,8.3,2,0.246,0.513,Charlotte,0,Chrome_Android_8933,0,0,0,edge_000383
32,13,6.4,6,0.242,0.634,Philadelphia,0,Edge_macOS_8992,1,1,0,edge_000469
10,1,11.0,0,0.301,0.828,Los Angeles,0,Firefox_macOS_7729,0,1,0,user_004207
7,0,15.5,0,0.154,0.0,Dallas,0,Chrome_Android_7175,1,1,0,user_006035
5,0,15.2,0,0.145,0.0,Houston,0,Safari_Android_2913,0,1,0,user_005726
12,5,14.0,0,0.147,0.414,Austin,0,Safari_iOS_2767,0,0,0,user_001370
9,0,17.3,0,0.091,0.0,Austin,0,Edge_Windows_8668,0,1,0,user_001313
5,1,12.1,0,0.094,0.335,San Antonio,0,Chrome_iOS_5238,0,1,0,user_008173
7,3,10.2,0,0.126,0.367,Phoenix,0,Edge_Android_9534,0,0,0,user_003018
11,4,11.6,0,0.166,0.683,Fort Worth,0,Edge_Windows_5543,1,1,0,user_000721
7,1,19.3,0,0.519,0.873,Columbus,0,Chrome_Android_1392,0,1,0,user_002993
7,1,15.3,0,0.118,0.713,Charlotte,0,Chrome_Windows_5011,0,0,0,user_002628
19,11,30.0,9,0.655,0.129,Jacksonville,2,Chrome_Android_1831,1,1,1,fraud_000744
13,3,14.5,0,0.128,0.695,Columbus,0,Edge_Android_5093,0,1,0,user_006510
12,6,9.9,0,0.25,0.54,Phoenix,0,Edge_macOS_9947,0,1,0,user_004427
8,1,13.7,0,0.084,0.325,Austin,0,Chrome_Windows_9055,0,1,0,user_002282
11,1,10.1,0,0.277,0.594,Houston,0,Safari_Windows_2073,0,1,0,user_001810
20,12,2.7,6,0.64,0.368,New York,7,Safari_macOS_2354,1,0,1,fraud_000596
6,1,7.7,0,0.232,0.099,Dallas,0,Firefox_Android_9976,1,0,0,user_007631
15,2,9.0,0,0.107,0.544,Houston,0,Chrome_Windows_6929,0,0,0,user_001628
6,1,19.0,0,0.46,0.746,New York,0,Firefox_Windows_3095,0,0,0,user_001140
12,1,6.9,0,0.267,0.24,San Antonio,0,Firefox_Android_9156,0,1,0,user_002440
12,0,7.7,0,0.128,0.0,Austin,0,Safari_Windows_5611,0,0,0,user_006580
11,1,12.2,0,0.384,0.854,San Jose,0,Safari_iOS_4013,0,0,0,user_001214
5,0,13.2,0,0.458,0.0,Austin,0,Edge_Windows_2324,1,1,0,user_007008
8,0,16.4,0,0.391,0.0,Charlotte,0,Safari_macOS_5786,1,1,0,user_001994
12,2,10.3,0,0.128,0.836,San Diego,0,Chrome_iOS_3598,0,1,0,user_003733
10,1,12.4,0,0.101,0.534,Los Angeles,0,Edge_Windows_1118,0,1,0,user_003409
26,15,2.9,6,0.581,0.025,Columbus,9,Firefox_macOS_2315,0,0,1,fraud_000087
7,1,17.0,0,0.041,0.831,Charlotte,0,Safari_Android_3210,0,1,0,user_004774
6,2,8.9,0,0.177,0.366,Charlotte,0,Firefox_Android_1242,0,0,0,user_006672
4,0,11.4,0,0.332,0.0,San Diego,0,Safari_Windows_7658,1,1,0,user_002655
12,3,10.1,0,0.101,0.554,Chicago,0,Edge_macOS_3535,1,0,0,user_002298
9,3,10.8,0,0.058,0.515,Phoenix,0,Safari_Windows_9993,1,1,0,user_004148
43,10,17.6,5,0.243,0.617,Jacksonville,1,Edge_iOS_1101,0,1,0,edge_000294
29,7,4.4,1,0.071,0.867,Philadelphia,0,Edge_Windows_1923,1,1,0,edge_000418
6,1,15.6,0,0.337,0.966,Fort Worth,0,Firefox_iOS_6375,0,1,0,user_004960
7,2,18.8,0,0.72,0.418,Chicago,0,Edge_Windows_5177,0,1,0,user_002412
12,1,16.7,0,0.161,0.949,Austin,0,Firefox_macOS_6062,1,1,0,user_001386
10,1,15.0,0,0.179,0.311,San Diego,0,Chrome_Windows_7896,1,1,0,user_002836
11,1,12.6,0,0.213,0.287,Phoenix,0,Edge_Windows_9713,0,1,0,user_006174
7,1,12.3,0,0.161,0.741,Houston,0,Firefox_Windows_3496,0,0,0,user_000154
10,1,11.6,0,0.337,0.396,San Diego,0,Firefox_macOS_6247,0,1,0,user_003584
4,0,15.6,0,0.019,0.0,Chicago,0,Edge_macOS_4570,0,1,0,user_003960
10,1,15.4,0,0.088,0.632,Columbus,0,Safari_Android_3136,1,1,0,user_008487
8,1,14.1,0,0.176,0.595,Phoenix,0,Edge_macOS_3716,0,0,0,user_007551
6,1,13.4,0,0.086,0.328,Los Angeles,0,Firefox_Windows_2658,0,0,0,user_001317
5,0,8.5,0,0.236,0.0,Fort Worth,0,Edge_macOS_7057,1,1,0,user_006535
12,2,10.3,0,0.427,0.285,Chicago,0,Firefox_iOS_1356,0,1,0,user_006772
10,1,17.2,0,0.143,0.832,Dallas,0,Chrome_iOS_9602,0,0,0,user_004246
14,0,15.5,0,0.293,0.0,Houston,0,Firefox_Android_7700,1,1,0,user_005604
9,1,5.3,0,0.08,0.376,Columbus,0,Chrome_iOS_3672,1,0,0,user_007218
11,0,20.7,0,0.202,0.0,San Diego,0,Firefox_Windows_9668,0,0,0,user_002457
5,1,9.3,0,0.275,0.819,Chicago,0,Safari_Android_8986,0,0,0,user_001800
12,2,6.3,0,0.444,0.878,San Antonio,0,Edge_Windows_2525,1,1,0,user_000725
29,10,6.8,1,0.332,0.678,New York,0,Safari_Windows_9374,0,1,0,edge_000696
2,0,12.3,0,0.148,0.0,Philadelphia,0,Safari_iOS_9973,0,1,0,user_001027
27,10,11.0,4,0.385,0.982,Charlotte,0,Chrome_iOS_8004,0,1,0,edge_000104
8,2,10.9,0,0.18,0.538,Jacksonville,0,Edge_Windows_1906,0,1,0,user_001842
11,2,9.6,0,0.326,0.659,Philadelphia,0,Edge_Windows_9099,0,1,0,user_004695
9,1,16.5,0,0.318,0.323,San Jose,0,Edge_macOS_1768,1,0,0,user_004489
13,2,12.5,0,0.12,0.491,Fort Worth,0,Chrome_Windows_3694,0,1,0,user_003877
13,3,9.2,0,0.281,0.587,Houston,0,Firefox_iOS_6958,0,1,0,user_004552
35,10,8.6,5,0.275,0.655,New York,2,Safari_Android_4683,1,1,0,edge_000075
10,0,9.2,0,0.21,0.0,Phoenix,0,Edge_macOS_5032,1,1,0,user_004622
31,11,1.7,2,0.275,0.484,San Jose,1,Safari_iOS_6596,1,0,0,edge_000077
8,2,12.5,0,0.186,0.731,Jacksonville,0,Safari_macOS_2497,0,0,0,user_005979
7,1,8.2,0,0.303,0.129,Dallas,0,Safari_Windows_9994,1,1,0,user_005666
12,2,1.7,0,0.228,0.395,San Antonio,0,Safari_Android_6980,0,0,0,user_000660
14,7,30.0,4,0.502,0.646,Houston,5,Edge_macOS_4901,1,1,1,fraud_000628
9,1,9.6,0,0.305,0.416,New York,0,Safari_iOS_8657,0,1,0,user_000453
19,12,16.3,8,0.556,0.034,Columbus,6,Firefox_macOS_4947,1,0,1,fraud_000613
28,18,3.4,10,0.935,0.099,San Diego,3,Edge_iOS_6682,0,1,1,fraud_000255
5,1,12.9,0,0.179,0.772,Los Angeles,0,Safari_iOS_9985,1,1,0,user_003841
8,1,15.5,0,0.092,0.671,Jacksonville,0,Firefox_macOS_4554,1,1,0,user_003638
8,3,10.7,0,0.564,0.495,San Jose,0,Edge_iOS_5413,0,1,0,user_004164
12,2,16.4,0,0.116,0.93,Charlotte,0,Safari_Windows_7433,0,1,0,user_002839
44,11,15.6,1,0.422,0.872,Philadelphia,2,Edge_iOS_3144,1,0,0,edge_000588
5,0,14.0,0,0.748,0.0,Houston,0,Safari_Android_5839,0,0,0,user_000987
8,1,11.1,0,0.215,0.602,Chicago,0,Firefox_iOS_9916,0,0,0,user_006455
10,0,12.0,0,0.206,0.0,San Diego,0,Firefox_Windows_7461,0,1,0,user_008363
9,3,17.5,0,0.259,0.459,Houston,0,Chrome_iOS_1202,0,1,0,user_003798
12,5,9.8,0,0.253,0.263,Houston,0,Firefox_Windows_6413,0,1,0,user_007594
9,0,12.6,0,0.12,0.0,Los Angeles,0,Safari_macOS_1982,0,1,0,user_000317
14,2,10.4,0,0.668,0.602,San Jose,0,Edge_macOS_3493,1,1,0,user_008470
9,4,9.7,0,0.136,0.651,Fort Worth,0,Chrome_iOS_3803,0,1,0,user_007683
8,0,12.4,0,0.069,0.0,Chicago,0,Chrome_Windows_7223,0,1,0,user_008393
9,2,16.8,0,0.128,0.886,New York,0,Edge_macOS_6175,1,0,0,user_001161
7,0,3.7,0,0.309,0.0,Philadelphia,0,Safari_iOS_4903,0,0,0,user_002496
10,1,15.3,0,0.221,0.283,San Diego,0,Edge_macOS_7082,0,0,0,user_006275
13,5,9.1,0,0.31,0.367,Columbus,0,Firefox_iOS_4432,1,1,0,user_002316
22,12,3.0,6,0.823,0.145,San Jose,1,Edge_Windows_2852,0,0,1,fraud_000586
6,1,11.7,0,0.632,0.754,Chicago,0,Chrome_iOS_4342,0,0,0,user_001052
7,1,15.9,0,0.113,0.771,Columbus,0,Safari_Windows_1482,0,1,0,user_004385
11,3,8.9,1,0.263,0.544,San Diego,0,Chrome_iOS_7454,1,0,0,user_008088
7,1,19.1,0,0.104,0.543,Charlotte,0,Firefox_macOS_4032,0,0,0,user_001951
7,0,12.3,0,0.166,0.0,New York,0,Chrome_Android_5074,0,0,0,user_005631
19,10,26.2,7,0.433,0.162,Los Angeles,4,Chrome_Android_1787,0,1,1,fraud_000186
18,9,3.3,3,0.686,0.056,Charlotte,7,Chrome_Windows_9594,0,1,1,fraud_000726
8,2,14.4,0,0.149,0.495,San Diego,0,Edge_macOS_7866,0,1,0,user_001215
11,2,16.7,0,0.409,0.363,Austin,0,Chrome_iOS_3974,1,1,0,user_005456
9,2,14.7,0,0.44,0.892,Austin,0,Chrome_macOS_5498,0,1,0,user_003109
11,2,7.8,0,0.137,0.649,Phoenix,0,Firefox_Windows_1422,1,0,0,user_000297
8,4,11.8,0,0.287,0.874,San Jose,0,Firefox_Android_9856,1,0,0,user_000630
8,1,12.0,0,0.733,0.535,Fort Worth,0,Chrome_Windows_3773,0,0,0,user_003081
10,1,15.6,0,0.132,0.816,Dallas,0,Firefox_iOS_1262,1,1,0,user_005655
6,0,11.8,0,0.33,0.0,Jacksonville,0,Chrome_Windows_7267,0,1,0,user_007651
39,10,15.4,1,0.112,0.705,Philadelphia,0,Chrome_macOS_3150,1,1,0,edge_000199
37,15,6.6,6,0.191,0.43,Fort Worth,0,Edge_macOS_2152,1,1,0,edge_000041
12,3,13.3,0,0.394,0.725,Fort Worth,0,Edge_Android_6291,0,1,0,user_006374
11,2,17.0,0,0.141,0.679,Charlotte,0,Firefox_Android_6804,0,0,0,user_001895
10,2,17.4,0,0.25,0.577,San Antonio,0,Edge_Android_5648,0,1,0,user_006078
12,2,13.0,0,0.095,0.547,Los Angeles,0,Edge_Android_7677,0,1,0,user_003545
10,5,12.2,0,0.157,0.449,San Diego,0,Safari_macOS_4079,0,1,0,user_001392
8,0,10.5,0,0.21,0.0,Philadelphia,0,Firefox_macOS_2727,1,1,0,user_002877
9,1,11.9,0,0.213,0.568,Los Angeles,0,Edge_macOS_9615,1,1,0,user_002223
12,1,7.5,0,0.086,0.35,Austin,0,Chrome_iOS_4847,0,1,0,user_008092
6,0,11.0,0,0.224,0.0,Houston,0,Firefox_Android_9659,0,0,0,user_002885
3,1,12.1,0,0.12,0.626,Dallas,0,Firefox_Windows_6771,0,1,0,user_006073
6,0,10.0,0,0.25,0.0,Chicago,0,Chrome_Android_7719,1,1,0,user_004584
38,13,9.9,5,0.155,0.881,Houston,1,Chrome_macOS_1711,1,1,0,edge_000401
12,3,13.0,0,0.075,0.785,Chicago,0,Edge_Android_3392,1,1,0,user_007368
8,2,4.1,0,0.124,0.83,Austin,0,Chrome_Android_5712,0,1,0,user_000258
10,1,5.7,0,0.351,0.885,New York,0,Safari_macOS_2544,0,1,0,user_001331
14,2,12.9,0,0.158,0.925,Chicago,0,Safari_Android_7750,1,1,0,user_001624
41,13,3.1,5,0.289,0.974,Phoenix,0,Firefox_Windows_1142,0,1,0,edge_000440
6,0,12.2,0,0.175,0.0,Los Angeles,0,Edge_Android_7852,0,1,0,user_001649
10,1,17.6,0,0.395,0.82,New York,0,Firefox_Windows_3220,0,1,0,user_008368
7,0,15.0,0,0.147,0.0,San Antonio,0,Edge_macOS_5550,0,0,0,user_001854
3,0,18.6,0,0.087,0.0,Columbus,0,Firefox_Windows_6806,0,1,0,user_003533
13,2,9.5,0,0.561,0.52,San Diego,0,Firefox_macOS_5927,1,1,0,user_000584
9,2,8.2,0,0.165,0.676,Phoenix,0,Safari_Android_5256,0,1,0,user_001252
13,5,4.4,0,0.383,0.342,Fort Worth,0,Firefox_iOS_2771,1,1,0,user_000158
9,0,17.2,0,0.15,0.0,Fort Worth,0,Safari_macOS_1691,0,1,0,user_001841
23,12,3.2,9,0.556,0.015,San Antonio,6,Firefox_Windows_3914,1,0,1,fraud_000736
4,1,6.2,0,0.163,0.456,San Jose,0,Edge_Android_9755,1,1,0,user_000667
13,9,2.6,7,0.869,0.215,Jacksonville,2,Edge_macOS_2647,0,1,1,fraud_000668
8,1,9.6,0,0.156,0.718,San Antonio,0,Firefox_iOS_7400,0,0,0,user_002605
6,1,11.5,0,0.119,0.5,Jacksonville,0,Chrome_Android_7350,0,0,0,user_001474
6,0,10.7,0,0.707,0.0,San Antonio,0,Chrome_iOS_5918,0,0,0,user_005639
5,0,4.3,0,0.367,0.0,Los Angeles,0,Edge_iOS_1416,0,0,0,user_004514
10,4,13.1,0,0.243,0.907,Austin,0,Edge_macOS_8764,0,0,0,user_002479
6,0,11.7,0,0.434,0.0,Fort Worth,0,Chrome_Android_2233,0,1,0,user_000274
8,3,17.6,0,0.024,0.505,Phoenix,0,Firefox_macOS_7488,0,1,0,user_005465
8,0,15.0,0,0.216,0.0,San Diego,0,Firefox_Windows_8069,0,0,0,user_001153
8,3,11.1,0,0.358,0.646,Fort Worth,0,Safari_Android_2124,1,0,0,user_008384
19,13,4.7,7,0.754,0.055,New York,2,Chrome_iOS_3418,1,1,1,fraud_000170
14,2,8.9,0,0.357,0.473,Chicago,0,Firefox_Android_1715,1,1,0,user_000384
8,1,11.7,0,0.286,0.488,Fort Worth,0,Firefox_Windows_7824,0,1,0,user_006536
25,14,4.0,4,0.67,0.727,San Diego,4,Edge_Android_8129,1,1,1,fraud_000266
7,0,6.4,0,0.299,0.0,Dallas,0,Safari_macOS_8247,0,1,0,user_002281
9,1,4.1,0,0.405,0.539,San Antonio,0,Safari_Windows_8643,0,0,0,user_003479
13,2,14.6,0,0.289,0.568,San Jose,0,Chrome_Android_3502,0,0,0,user_006367
2,0,12.1,0,0.364,0.0,San Antonio,0,Edge_macOS_9375,0,0,0,user_007546
12,2,19.2,0,0.18,0.711,Dallas,0,Safari_macOS_8650,0,1,0,user_006048
3,0,9.6,0,0.259,0.0,Houston,0,Edge_macOS_7219,0,1,0,user_006467
10,0,12.3,0,0.386,0.0,Houston,0,Chrome_iOS_5205,0,1,0,user_000864
10,0,2.1,0,0.484,0.0,Fort Worth,0,Safari_macOS_5621,1,1,0,user_005762
11,3,11.2,0,0.044,0.684,Austin,0,Chrome_macOS_7722,0,1,0,user_002804
9,4,10.2,0,0.072,0.36,Philadelphia,0,Chrome_iOS_5336,0,1,0,user_001580
41,10,13.6,1,0.119,0.479,Columbus,0,Edge_macOS_6227,1,1,0,edge_000001
12,1,12.6,0,0.337,0.625,San Antonio,0,Chrome_macOS_1449,1,1,0,user_004674
15,5,25.8,2,0.78,0.24,Chicago,2,Chrome_iOS_6727,1,0,1,fraud_000582
7,0,7.1,0,0.118,0.0,New York,0,Firefox_Windows_9764,0,1,0,user_001267
8,2,16.0,0,0.018,0.465,Charlotte,0,Chrome_iOS_3525,0,0,0,user_008299
8,0,17.1,0,0.436,0.0,Los Angeles,0,Safari_Windows_7354,0,0,0,user_006755
9,1,17.0,0,0.343,0.24,San Antonio,0,Chrome_iOS_6987,1,1,0,user_007822
8,1,17.5,0,0.258,0.691,Los Angeles,0,Firefox_iOS_8704,0,1,0,user_006314
6,1,8.1,0,0.599,0.583,Chicago,0,Safari_macOS_9553,1,0,0,user_004122
6,1,10.8,0,0.279,0.491,Fort Worth,0,Firefox_macOS_9341,0,1,0,user_000493
33,10,7.5,2,0.296,0.618,Chicago,0,Chrome_Windows_3997,1,0,0,edge_000499
8,2,16.7,0,0.181,0.397,New York,0,Safari_Android_4190,0,1,0,user_002596
7,1,11.5,0,0.289,0.869,Chicago,0,Safari_iOS_3875,1,0,0,user_003611
12,1,12.0,0,0.296,0.541,New York,0,Chrome_Windows_3359,0,1,0,user_001527
10,1,13.0,0,0.23,0.428,Los Angeles,0,Safari_Android_9748,0,1,0,user_001602
9,0,8.7,0,0.148,0.0,Phoenix,0,Chrome_macOS_4440,0,1,0,user_002518
12,3,16.8,0,0.189,0.328,San Jose,0,Firefox_iOS_3000,1,0,0,user_007591
41,12,2.8,4,0.111,0.506,Dallas,1,Edge_iOS_6581,1,0,0,edge_000239
12,1,10.4,0,0.242,0.681,Dallas,0,Safari_macOS_9053,1,1,0,user_003956
14,2,15.7,0,0.591,0.815,San Jose,0,Safari_Android_3853,1,0,0,user_006080
13,2,14.1,0,0.176,0.689,Charlotte,0,Safari_macOS_1293,1,1,0,user_000967
12,3,12.4,0,0.149,0.267,Jacksonville,0,Edge_iOS_9129,0,1,0,user_004643
21,11,4.1,4,0.469,0.27,San Jose,4,Safari_Windows_4081,1,0,1,fraud_000715
6,1,13.1,0,0.254,0.656,San Antonio,0,Chrome_iOS_6131,0,0,0,user_006269
4,0,12.8,0,0.375,0.0,Phoenix,0,Firefox_Windows_8864,0,1,0,user_007282
5,0,13.3,0,0.541,0.0,New York,0,Safari_Windows_9374,1,0,0,user_007020
11,1,13.9,0,0.368,0.772,Charlotte,0,Edge_iOS_8206,1,1,0,user_004020
7,0,14.2,0,0.577,0.0,Charlotte,0,Chrome_iOS_3479,0,0,0,user_006105
7,0,13.9,0,0.191,0.0,San Antonio,0,Safari_Windows_9515,1,1,0,user_007989
10,2,14.0,0,0.146,0.911,San Diego,0,Firefox_Android_3369,1,1,0,user_000231
9,4,11.4,0,0.164,0.682,New York,0,Safari_macOS_2509,0,0,0,user_003428
6,1,12.8,0,0.233,0.648,San Antonio,0,Firefox_Windows_1877,0,1,0,user_003806
7,2,13.5,0,0.091,0.904,San Diego,0,Chrome_iOS_8148,0,0,0,user_003881
28,14,19.3,7,0.263,0.565,Jacksonville,0,Firefox_macOS_1584,1,1,0,edge_000366
10,0,10.1,0,0.364,0.0,Phoenix,0,Safari_macOS_6461,0,1,0,user_000373
12,0,20.6,0,0.508,0.0,Columbus,0,Safari_macOS_4229,0,0,0,user_002733
10,3,14.0,0,0.192,0.842,New York,0,Safari_macOS_4685,0,1,0,user_008205
23,9,27.4,4,0.905,0.029,Austin,3,Safari_iOS_1442,0,1,1,fraud_000380
16,9,1.3,4,0.64,0.629,Fort Worth,3,Firefox_iOS_8433,1,0,1,fraud_000603
7,0,15.9,0,0.488,0.0,Phoenix,0,Firefox_Android_8656,0,1,0,user_002945
11,1,10.4,0,0.266,0.879,Columbus,0,Firefox_Windows_5802,1,0,0,user_002326
13,3,8.3,0,0.678,0.708,Los Angeles,0,Edge_Android_5724,0,0,0,user_002319
7,1,12.4,0,0.25,0.914,San Jose,0,Safari_iOS_7143,0,1,0,user_004957
11,3,13.7,0,0.181,0.429,San Diego,0,Chrome_Windows_8787,0,0,0,user_001497
16,7,3.5,5,0.777,0.035,Los Angeles,2,Safari_Android_7573,1,1,1,fraud_000669
8,0,13.3,0,0.042,0.0,Los Angeles,0,Edge_macOS_8455,0,1,0,user_002535
6,0,16.1,0,0.366,0.0,San Diego,0,Firefox_iOS_1719,0,1,0,user_002156
9,3,8.8,0,0.105,0.635,Dallas,0,Chrome_iOS_5262,1,0,0,user_000816
8,2,14.1,0,0.371,0.835,Houston,0,Firefox_iOS_5769,1,1,0,user_006695
7,0,16.1,0,0.15,0.0,New York,0,Firefox_iOS_9171,0,1,0,user_002273
10,1,14.8,0,0.051,0.466,Charlotte,0,Safari_Android_6298,0,1,0,user_001577
5,0,12.7,0,0.083,0.0,Jacksonville,0,Chrome_iOS_7236,0,1,0,user_003679
11,4,8.7,0,0.491,0.363,New York,0,Edge_macOS_7232,1,0,0,user_003401
10,2,4.5,0,0.11,0.73,Los Angeles,0,Chrome_Android_2176,1,0,0,user_006440
10,1,2.6,0,0.277,0.624,Columbus,0,Edge_macOS_2092,0,0,0,user_005129
7,1,11.8,0,0.167,0.641,San Diego,0,Edge_Android_2949,0,0,0,user_004433
10,1,9.1,0,0.345,0.246,Dallas,0,Firefox_macOS_7923,0,1,0,user_008494
12,2,10.0,0,0.27,0.219,Charlotte,0,Firefox_macOS_8708,0,1,0,user_007176
10,3,18.8,0,0.177,0.734,Austin,0,Edge_macOS_5961,0,1,0,user_000664
8,1,9.1,0,0.274,0.177,New York,0,Safari_Windows_8542,0,1,0,user_002453
10,2,9.0,0,0.398,0.594,Chicago,0,Edge_Windows_2592,0,0,0,user_008238
4,0,17.5,0,0.099,0.0,San Jose,0,Firefox_Android_9302,1,1,0,user_007975
9,2,9.4,0,0.277,0.474,Philadelphia,0,Chrome_macOS_4138,1,0,0,user_000182
3,0,12.8,0,0.212,0.0,San Diego,0,Safari_Windows_4018,1,1,0,user_007160
34,15,16.3,6,0.354,0.778,Jacksonville,0,Safari_iOS_3514,1,0,0,edge_000340
9,1,10.8,0,0.128,0.489,San Jose,0,Safari_iOS_2084,0,1,0,user_001461
39,13,12.7,5,0.421,0.318,Columbus,4,Safari_Windows_1672,0,1,0,edge_000208
7,2,9.2,0,0.03,0.217,Los Angeles,0,Firefox_Android_1431,0,1,0,user_002577
